"Nom de l'annonce","Produit","Créateur","Type de contenu","Angle marketing","Hook","Audience","Mois","Nom Ad Set","Nom Campagne","Statut","Date de lancement","Personnes touchées","Impressions","Fréquence","Clics","Conversions (achats)","Budget dépensé (€)","Revenu estimé (€)","ROAS","CPM (€)","Coût par clic (€)","Taux de clic (%)","Coût par conversion (€)","Taux de conversion (%)","Hook rate (%)","Panier moyen (€)","Lien aperçu","ID Ad Set","ID Annonce"
"AG1 Powder - Podcast - Pourquoi j'ai changé d'avis su... - 1049","AG1 Powder","Chris_Endurance","Podcast","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","25-34 ans Fitness","Septembre 2025","25-34 ans Fitness - AG1 Powder","Campagne AG1 Powder Septembre 2025","Arrêtée","2025-09-12","235081","287124","1.22","11037","767","4182.22","59521.27","14.23","14.57","0.38","3.84","5.45","6.95","23.32","77.60","https://www.facebook.com/ads/library/?id=ad_442795","as_575386","ad_442795"
"Vitamine D3+K2 - Podcast - Je ne peux plus m'en passer... - 1050","Vitamine D3+K2","Chloe_Clean","Podcast","Immunité renforcée","Je ne peux plus m'en passer","25-34 ans Fitness","Octobre 2025","25-34 ans Fitness - Vitamine D3+K2","Campagne Vitamine D3+K2 Octobre 2025","En ligne","2025-10-23","78753","103508","1.31","4759","154","991.83","20695.22","20.87","9.58","0.21","4.6","6.44","3.24","42.95","134.38","https://www.facebook.com/ads/library/?id=ad_503022","as_965468","ad_503022"
"Bundle Complet - Motion/Vidéo - Les 3 raisons pour lesquelles ... - 1051","Bundle Complet","Lucas_Active","Motion/Vidéo","Concentration mentale","Les 3 raisons pour lesquelles j'adore","Broad FR","Juillet 2025","Broad FR - Bundle Complet","Campagne Bundle Complet Juillet 2025","Archivée","2025-07-14","55345","91225","1.65","1245","64","2598.45","5839.47","2.25","28.48","2.09","1.36","40.6","5.14","42.52","91.24","https://www.facebook.com/ads/library/?id=ad_875427","as_853953","ad_875427"
"AG1 Powder - Témoignage - Je ne peux plus m'en passer... - 1052","AG1 Powder","Lucas_Active","Témoignage","Concentration mentale","Je ne peux plus m'en passer","18-24 ans Étudiants","Août 2025","18-24 ans Étudiants - AG1 Powder","Campagne AG1 Powder Août 2025","En ligne","2025-08-21","113283","188164","1.66","4866","327","2419.88","34933.13","14.44","12.86","0.5","2.59","7.4","6.72","46.91","106.83","https://www.facebook.com/ads/library/?id=ad_894800","as_475684","ad_894800"
"Vitamine D3+K2 - Témoignage - Le matin parfait commence par.... - 1053","Vitamine D3+K2","Lucas_Active","Témoignage","Nutrition optimale","Le matin parfait commence par...","LAL Purchasers","Octobre 2025","LAL Purchasers - Vitamine D3+K2","Campagne Vitamine D3+K2 Octobre 2025","Arrêtée","2025-10-04","194975","245281","1.26","3366","296","1530.66","41623.66","27.19","6.24","0.45","1.37","5.17","8.79","31.07","140.62","https://www.facebook.com/ads/library/?id=ad_249866","as_143873","ad_249866"
"Vitamine D3+K2 - Témoignage - Pourquoi j'ai changé d'avis su... - 1054","Vitamine D3+K2","Lily_Nutrition","Témoignage","Immunité renforcée","Pourquoi j'ai changé d'avis sur les compléments","LAL Purchasers","Novembre 2025","LAL Purchasers - Vitamine D3+K2","Campagne Vitamine D3+K2 Novembre 2025","Archivée","2025-11-03","153876","241946","1.57","1195","22","4852.22","2293.53","0.47","20.05","4.06","0.49","220.56","1.84","53.57","104.25","https://www.facebook.com/ads/library/?id=ad_429812","as_718672","ad_429812"
"AG1 Powder - Témoignage - Pourquoi j'ai changé d'avis su... - 1055","AG1 Powder","Emma_Health","Témoignage","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","35-44 ans Santé","Octobre 2025","35-44 ans Santé - AG1 Powder","Campagne AG1 Powder Octobre 2025","En pause","2025-10-04","131502","193222","1.47","657","64","337.86","7981.03","23.62","1.75","0.51","0.34","5.28","9.74","51.52","124.70","https://www.facebook.com/ads/library/?id=ad_275077","as_169445","ad_275077"
"AG1 Travel Packs - Image statique - Le matin parfait commence par.... - 1056","AG1 Travel Packs","Lily_Nutrition","Image statique","Immunité renforcée","Le matin parfait commence par...","45-54 ans Wellness","Novembre 2025","45-54 ans Wellness - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","En ligne","2025-11-22","9511","13477","1.42","431","57","4719.58","7316.10","1.55","350.19","10.95","3.2","82.8","13.23","23.03","128.35","https://www.facebook.com/ads/library/?id=ad_381763","as_251837","ad_381763"
"Bundle Complet - Podcast - Pourquoi j'ai changé d'avis su... - 1057","Bundle Complet","Marcus_Fit","Podcast","Nutrition optimale","Pourquoi j'ai changé d'avis sur les compléments","LAL Purchasers","Juillet 2025","LAL Purchasers - Bundle Complet","Campagne Bundle Complet Juillet 2025","Arrêtée","2025-07-18","177273","227409","1.28","10070","800","2108.64","100804.41","47.81","9.27","0.21","4.43","2.64","7.94","58.23","126.01","https://www.facebook.com/ads/library/?id=ad_862410","as_560400","ad_862410"
"AG1 Powder - Podcast - Je ne peux plus m'en passer... - 1058","AG1 Powder","Olivia_Green","Podcast","Performance sportive","Je ne peux plus m'en passer","Broad FR","Août 2025","Broad FR - AG1 Powder","Campagne AG1 Powder Août 2025","Arrêtée","2025-08-15","241448","384300","1.59","17308","1869","3321.84","137133.97","41.28","8.64","0.19","4.5","1.78","10.8","33.56","73.37","https://www.facebook.com/ads/library/?id=ad_985784","as_986573","ad_985784"
"Vitamine D3+K2 - Motion/Vidéo - 30 jours de transformation... - 1059","Vitamine D3+K2","Noah_Vitality","Motion/Vidéo","Bien-être général","30 jours de transformation","Retargeting 30j","Juillet 2025","Retargeting 30j - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","En pause","2025-07-11","300442","485460","1.62","14982","1776","2430.85","159319.15","65.54","5.01","0.16","3.09","1.37","11.85","55.85","89.71","https://www.facebook.com/ads/library/?id=ad_675725","as_642916","ad_675725"
"Bundle Complet - Image statique - Mon secret énergie révélé... - 1060","Bundle Complet","Ben_Recovery","Image statique","Anti-fatigue","Mon secret énergie révélé","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Bundle Complet","Campagne Bundle Complet Juillet 2025","Archivée","2025-07-13","70917","104141","1.47","2023","292","4136.70","28551.46","6.9","39.72","2.04","1.94","14.17","14.43","53.54","97.78","https://www.facebook.com/ads/library/?id=ad_836158","as_111818","ad_836158"
"Bundle Complet - Motion/Vidéo - Mon secret énergie révélé... - 1061","Bundle Complet","Chris_Endurance","Motion/Vidéo","Performance sportive","Mon secret énergie révélé","25-34 ans Fitness","Octobre 2025","25-34 ans Fitness - Bundle Complet","Campagne Bundle Complet Octobre 2025","En pause","2025-10-18","58394","85387","1.46","1590","13","2549.48","1386.83","0.54","29.86","1.6","1.86","196.11","0.82","50.57","106.68","https://www.facebook.com/ads/library/?id=ad_226391","as_786990","ad_226391"
"Bundle Complet - UGC - Ce que je prends chaque matin... - 1062","Bundle Complet","Chris_Endurance","UGC","Énergie quotidienne","Ce que je prends chaque matin","18-24 ans Étudiants","Septembre 2025","18-24 ans Étudiants - Bundle Complet","Campagne Bundle Complet Septembre 2025","Archivée","2025-09-07","141759","190569","1.34","8957","646","269.99","58943.70","218.32","1.42","0.03","4.7","0.42","7.21","20.41","91.24","https://www.facebook.com/ads/library/?id=ad_888613","as_103705","ad_888613"
"AG1 Powder - Podcast - Le matin parfait commence par.... - 1063","AG1 Powder","Marcus_Fit","Podcast","Concentration mentale","Le matin parfait commence par...","Retargeting 30j","Novembre 2025","Retargeting 30j - AG1 Powder","Campagne AG1 Powder Novembre 2025","Archivée","2025-11-08","181492","216498","1.19","4096","144","1737.83","21581.91","12.42","8.03","0.42","1.89","12.07","3.52","29.93","149.87","https://www.facebook.com/ads/library/?id=ad_633724","as_936991","ad_633724"
"AG1 Travel Packs - Témoignage - Ce que je prends chaque matin... - 1064","AG1 Travel Packs","Chloe_Clean","Témoignage","Concentration mentale","Ce que je prends chaque matin","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - AG1 Travel Packs","Campagne AG1 Travel Packs Juillet 2025","Archivée","2025-07-27","19183","24283","1.27","1136","16","1466.40","1426.89","0.97","60.39","1.29","4.68","91.65","1.41","53.83","89.18","https://www.facebook.com/ads/library/?id=ad_758825","as_674283","ad_758825"
"Vitamine D3+K2 - Témoignage - Le matin parfait commence par.... - 1065","Vitamine D3+K2","Emma_Health","Témoignage","Bien-être général","Le matin parfait commence par...","Retargeting 30j","Octobre 2025","Retargeting 30j - Vitamine D3+K2","Campagne Vitamine D3+K2 Octobre 2025","Archivée","2025-10-08","36027","51823","1.44","732","55","3926.09","5341.11","1.36","75.76","5.36","1.41","71.38","7.51","16.11","97.11","https://www.facebook.com/ads/library/?id=ad_647656","as_225916","ad_647656"
"Omega-3 - UGC - Mon secret énergie révélé... - 1066","Omega-3","Sophia_Wellness","UGC","Nutrition optimale","Mon secret énergie révélé","25-34 ans Fitness","Août 2025","25-34 ans Fitness - Omega-3","Campagne Omega-3 Août 2025","En ligne","2025-08-06","169488","211209","1.25","8053","824","3171.69","98636.99","31.1","15.02","0.39","3.81","3.85","10.23","25.68","119.71","https://www.facebook.com/ads/library/?id=ad_599066","as_958113","ad_599066"
"AG1 Powder - UGC - Le seul complément dont j'ai b... - 1067","AG1 Powder","Sophia_Wellness","UGC","Concentration mentale","Le seul complément dont j'ai besoin","Broad FR","Septembre 2025","Broad FR - AG1 Powder","Campagne AG1 Powder Septembre 2025","En pause","2025-09-20","277731","386158","1.39","14243","1801","3550.01","135088.26","38.05","9.19","0.25","3.69","1.97","12.64","30.91","75.01","https://www.facebook.com/ads/library/?id=ad_691574","as_531565","ad_691574"
"Shaker - Motion/Vidéo - Je ne peux plus m'en passer... - 1068","Shaker","Jake_Strong","Motion/Vidéo","Santé digestive","Je ne peux plus m'en passer","Intérêt Nutrition","Août 2025","Intérêt Nutrition - Shaker","Campagne Shaker Août 2025","En pause","2025-08-01","324510","446583","1.38","18579","1237","2622.85","128102.68","48.84","5.87","0.14","4.16","2.12","6.66","50.86","103.56","https://www.facebook.com/ads/library/?id=ad_250962","as_307101","ad_250962"
"Omega-3 - UGC - Le seul complément dont j'ai b... - 1069","Omega-3","Noah_Vitality","UGC","Immunité renforcée","Le seul complément dont j'ai besoin","Broad FR","Juillet 2025","Broad FR - Omega-3","Campagne Omega-3 Juillet 2025","Arrêtée","2025-07-02","235589","351196","1.49","6440","678","836.78","93033.27","111.18","2.38","0.13","1.83","1.23","10.53","29.17","137.22","https://www.facebook.com/ads/library/?id=ad_682667","as_552596","ad_682667"
"Shaker - UGC - Le matin parfait commence par.... - 1070","Shaker","Chloe_Clean","UGC","Concentration mentale","Le matin parfait commence par...","45-54 ans Wellness","Octobre 2025","45-54 ans Wellness - Shaker","Campagne Shaker Octobre 2025","En pause","2025-10-04","286962","398090","1.39","1720","186","3367.89","16114.96","4.78","8.46","1.96","0.43","18.11","10.81","38.21","86.64","https://www.facebook.com/ads/library/?id=ad_138294","as_808687","ad_138294"
"Abonnement - Image statique - Le matin parfait commence par.... - 1071","Abonnement","Mia_Mindful","Image statique","Santé digestive","Le matin parfait commence par...","Retargeting 30j","Août 2025","Retargeting 30j - Abonnement","Campagne Abonnement Août 2025","Arrêtée","2025-08-03","19873","25134","1.26","715","83","1291.62","8578.42","6.64","51.39","1.81","2.84","15.56","11.61","51.78","103.35","https://www.facebook.com/ads/library/?id=ad_597522","as_927311","ad_597522"
"Vitamine D3+K2 - UGC - Mon secret énergie révélé... - 1072","Vitamine D3+K2","Ethan_Fuel","UGC","Bien-être général","Mon secret énergie révélé","LAL Purchasers","Juillet 2025","LAL Purchasers - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","Arrêtée","2025-07-05","344562","391808","1.14","4828","350","2732.18","47054.96","17.22","6.97","0.57","1.23","7.81","7.25","54.98","134.44","https://www.facebook.com/ads/library/?id=ad_922743","as_497637","ad_922743"
"Abonnement - UGC - Pourquoi j'ai changé d'avis su... - 1073","Abonnement","Lily_Nutrition","UGC","Nutrition optimale","Pourquoi j'ai changé d'avis sur les compléments","Retargeting 30j","Septembre 2025","Retargeting 30j - Abonnement","Campagne Abonnement Septembre 2025","En pause","2025-09-06","163865","188699","1.15","5404","202","3269.67","20226.16","6.19","17.33","0.61","2.86","16.19","3.74","38.41","100.13","https://www.facebook.com/ads/library/?id=ad_148938","as_466475","ad_148938"
"AG1 Travel Packs - Motion/Vidéo - Ce que je prends chaque matin... - 1074","AG1 Travel Packs","Lucas_Active","Motion/Vidéo","Concentration mentale","Ce que je prends chaque matin","Retargeting 30j","Novembre 2025","Retargeting 30j - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","En ligne","2025-11-24","181417","214019","1.18","3230","69","4484.61","7546.60","1.68","20.95","1.39","1.51","64.99","2.14","44.64","109.37","https://www.facebook.com/ads/library/?id=ad_131092","as_495052","ad_131092"
"AG1 Powder - UGC - Pourquoi j'ai changé d'avis su... - 1075","AG1 Powder","Sophia_Wellness","UGC","Bien-être général","Pourquoi j'ai changé d'avis sur les compléments","Retargeting 30j","Octobre 2025","Retargeting 30j - AG1 Powder","Campagne AG1 Powder Octobre 2025","Archivée","2025-10-28","265690","399232","1.5","15875","1923","2175.98","148857.23","68.41","5.45","0.14","3.98","1.13","12.11","25.54","77.41","https://www.facebook.com/ads/library/?id=ad_955415","as_485074","ad_955415"
"Abonnement - Motion/Vidéo - 30 jours de transformation... - 1076","Abonnement","Mia_Mindful","Motion/Vidéo","Nutrition optimale","30 jours de transformation","Broad FR","Juillet 2025","Broad FR - Abonnement","Campagne Abonnement Juillet 2025","Archivée","2025-07-17","266804","436628","1.64","4483","219","2065.49","23492.09","11.37","4.73","0.46","1.03","9.43","4.89","20.5","107.27","https://www.facebook.com/ads/library/?id=ad_223427","as_367917","ad_223427"
"Shaker - Motion/Vidéo - Je ne peux plus m'en passer... - 1077","Shaker","Ava_Balance","Motion/Vidéo","Immunité renforcée","Je ne peux plus m'en passer","45-54 ans Wellness","Octobre 2025","45-54 ans Wellness - Shaker","Campagne Shaker Octobre 2025","Archivée","2025-10-27","269803","380725","1.41","12691","1175","3811.41","167873.07","44.04","10.01","0.3","3.33","3.24","9.26","17.12","142.87","https://www.facebook.com/ads/library/?id=ad_262470","as_529918","ad_262470"
"Omega-3 - Image statique - Les 3 raisons pour lesquelles ... - 1078","Omega-3","Chris_Endurance","Image statique","Concentration mentale","Les 3 raisons pour lesquelles j'adore","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Omega-3","Campagne Omega-3 Juillet 2025","Arrêtée","2025-07-19","196559","219243","1.12","716","31","2722.29","2186.08","0.8","12.42","3.8","0.33","87.82","4.33","31.55","70.52","https://www.facebook.com/ads/library/?id=ad_701362","as_272954","ad_701362"
"Omega-3 - Image statique - Le matin parfait commence par.... - 1079","Omega-3","Chris_Endurance","Image statique","Bien-être général","Le matin parfait commence par...","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Omega-3","Campagne Omega-3 Juillet 2025","En pause","2025-07-19","261106","364527","1.4","17387","2462","3160.47","254349.38","80.48","8.67","0.18","4.77","1.28","14.16","41.49","103.31","https://www.facebook.com/ads/library/?id=ad_573884","as_423201","ad_573884"
"AG1 Travel Packs - UGC - Pourquoi j'ai changé d'avis su... - 1080","AG1 Travel Packs","Ava_Balance","UGC","Concentration mentale","Pourquoi j'ai changé d'avis sur les compléments","45-54 ans Wellness","Août 2025","45-54 ans Wellness - AG1 Travel Packs","Campagne AG1 Travel Packs Août 2025","Arrêtée","2025-08-27","278444","318651","1.14","7907","814","1554.11","115988.76","74.63","4.88","0.2","2.48","1.91","10.29","22.62","142.49","https://www.facebook.com/ads/library/?id=ad_975322","as_398509","ad_975322"
"Abonnement - Image statique - Le seul complément dont j'ai b... - 1081","Abonnement","Lily_Nutrition","Image statique","Bien-être général","Le seul complément dont j'ai besoin","25-34 ans Fitness","Octobre 2025","25-34 ans Fitness - Abonnement","Campagne Abonnement Octobre 2025","En pause","2025-10-27","245538","356457","1.45","3949","255","1410.94","24283.79","17.21","3.96","0.36","1.11","5.53","6.46","48.4","95.23","https://www.facebook.com/ads/library/?id=ad_846809","as_106973","ad_846809"
"Shaker - Image statique - Je ne peux plus m'en passer... - 1082","Shaker","Zoe_Energy","Image statique","Santé digestive","Je ne peux plus m'en passer","45-54 ans Wellness","Août 2025","45-54 ans Wellness - Shaker","Campagne Shaker Août 2025","Archivée","2025-08-18","225502","297702","1.32","7734","866","1684.32","106171.85","63.04","5.66","0.22","2.6","1.94","11.2","55.34","122.60","https://www.facebook.com/ads/library/?id=ad_945060","as_356567","ad_945060"
